PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Title
488,0,1,male,58,0,0,29.7,C,1,1,Mr
489,0,3,male,30,0,0,8.05,S,1,1,Mr
490,1,3,male,9,1,1,15.9,S,3,0,Master
491,0,3,male,39,1,0,19.9667,S,2,0,Mr
492,0,3,male,21,0,0,7.25,S,1,1,Mr
493,0,1,male,55,0,0,30.5,S,1,1,Mr
494,0,1,male,71,0,0,49.5042,C,1,1,Mr
495,0,3,male,21,0,0,8.05,S,1,1,Mr
496,0,3,male,20,0,0,14.4583,C,1,1,Mr
497,1,1,female,54,1,0,78.2667,C,2,0,Miss
498,0,3,male,39,0,0,15.1,S,1,1,Mr
499,0,1,female,25,1,2,151.55,S,4,0,Mrs
500,0,3,male,24,0,0,7.7958,S,1,1,Mr
501,0,3,male,17,0,0,8.6625,S,1,1,Mr
502,0,3,female,21,0,0,7.75,Q,1,1,Miss
503,0,3,female,33,0,0,7.6292,Q,1,1,Miss
504,0,3,female,37,0,0,9.5875,S,1,1,Miss
505,1,1,female,16,0,0,86.5,S,1,1,Miss
506,0,1,male,18,1,0,108.9,C,2,0,Mr
507,1,2,female,33,0,2,26.0,S,3,0,Mrs
508,1,1,male,39,0,0,26.55,S,1,1,Mr
509,0,3,male,28,0,0,22.525,S,1,1,Mr
510,1,3,male,26,0,0,56.4958,S,1,1,Mr
511,1,3,male,29,0,0,7.75,Q,1,1,Mr
512,0,3,male,17,0,0,8.05,S,1,1,Mr
513,1,1,male,36,0,0,26.2875,S,1,1,Mr
514,1,1,female,54,1,0,59.4,C,2,0,Mrs
515,0,3,male,24,0,0,7.4958,S,1,1,Mr
516,0,1,male,47,0,0,34.0208,S,1,1,Mr
517,1,2,female,34,0,0,10.5,S,1,1,Mrs
518,0,3,male,40,0,0,24.15,Q,1,1,Mr
519,1,2,female,36,1,0,26.0,S,2,0,Mrs
520,0,3,male,32,0,0,7.8958,S,1,1,Mr
521,1,1,female,30,0,0,93.5,S,1,1,Miss
522,0,3,male,22,0,0,7.8958,S,1,1,Mr
523,0,3,male,38,0,0,7.225,C,1,1,Mr
524,1,1,female,44,0,1,57.9792,C,2,0,Mrs
525,0,3,male,41,0,0,7.2292,C,1,1,Mr
526,0,3,male,40,0,0,7.75,Q,1,1,Mr
527,1,2,female,50,0,0,10.5,S,1,1,Miss
528,0,1,male,32,0,0,221.7792,S,1,1,Mr
529,0,3,male,39,0,0,7.925,S,1,1,Mr
530,0,2,male,23,2,1,11.5,S,4,0,Mr
531,1,2,female,2,1,1,26.0,S,3,0,Miss
532,0,3,male,38,0,0,7.2292,C,1,1,Mr
533,0,3,male,17,1,1,7.2292,C,3,0,Mr
534,1,3,female,28,0,2,22.3583,C,3,0,Mrs
535,0,3,female,30,0,0,8.6625,S,1,1,Miss
536,1,2,female,7,0,2,26.25,S,3,0,Miss
537,0,1,male,45,0,0,26.55,S,1,1,Rare
538,1,1,female,30,0,0,106.425,C,1,1,Miss
539,0,3,male,37,0,0,14.5,S,1,1,Mr
540,1,1,female,22,0,2,49.5,C,3,0,Miss
541,1,1,female,36,0,2,71.0,S,3,0,Miss
542,0,3,female,9,4,2,31.275,S,7,0,Miss
543,0,3,female,11,4,2,31.275,S,7,0,Miss
544,1,2,male,32,1,0,26.0,S,2,0,Mr
545,0,1,male,50,1,0,106.425,C,2,0,Mr
546,0,1,male,64,0,0,26.0,S,1,1,Mr
547,1,2,female,19,1,0,26.0,S,2,0,Mrs
548,1,2,male,15,0,0,13.8625,C,1,1,Mr
549,0,3,male,33,1,1,20.525,S,3,0,Mr
550,1,2,male,8,1,1,36.75,S,3,0,Master
551,1,1,male,17,0,2,110.8833,C,3,0,Mr
552,0,2,male,27,0,0,26.0,S,1,1,Mr
553,0,3,male,19,0,0,7.8292,Q,1,1,Mr
554,1,3,male,22,0,0,7.225,C,1,1,Mr
555,1,3,female,22,0,0,7.775,S,1,1,Miss
556,0,1,male,62,0,0,26.55,S,1,1,Mr
557,1,1,female,48,1,0,39.6,C,2,0,Rare
558,0,1,male,38,0,0,227.525,C,1,1,Mr
559,1,1,female,39,1,1,79.65,S,3,0,Mrs
560,1,3,female,36,1,0,17.4,S,2,0,Mrs
561,0,3,male,27,0,0,7.75,Q,1,1,Mr
562,0,3,male,40,0,0,7.8958,S,1,1,Mr
563,0,2,male,28,0,0,13.5,S,1,1,Mr
564,0,3,male,31,0,0,8.05,S,1,1,Mr
565,0,3,female,32,0,0,8.05,S,1,1,Miss
566,0,3,male,24,2,0,24.15,S,3,0,Mr
567,0,3,male,19,0,0,7.8958,S,1,1,Mr
568,0,3,female,29,0,4,21.075,S,5,0,Mrs
569,0,3,male,42,0,0,7.2292,C,1,1,Mr
570,1,3,male,32,0,0,7.8542,S,1,1,Mr
571,1,2,male,62,0,0,10.5,S,1,1,Mr
572,1,1,female,53,2,0,51.4792,S,3,0,Mrs
573,1,1,male,36,0,0,26.3875,S,1,1,Mr
574,1,3,female,25,0,0,7.75,Q,1,1,Miss
575,0,3,male,16,0,0,8.05,S,1,1,Mr
576,0,3,male,19,0,0,14.5,S,1,1,Mr
577,1,2,female,34,0,0,13.0,S,1,1,Miss
578,1,1,female,39,1,0,55.9,S,2,0,Mrs
579,0,3,female,37,1,0,14.4583,C,2,0,Mrs
580,1,3,male,32,0,0,7.925,S,1,1,Mr
581,1,2,female,25,1,1,30.0,S,3,0,Miss
582,1,1,female,39,1,1,110.8833,C,3,0,Mrs
583,0,2,male,54,0,0,26.0,S,1,1,Mr
584,0,1,male,36,0,0,40.125,C,1,1,Mr
585,0,3,male,23,0,0,8.7125,C,1,1,Mr
586,1,1,female,18,0,2,79.65,S,3,0,Miss
587,0,2,male,47,0,0,15.0,S,1,1,Mr
588,1,1,male,60,1,1,79.2,C,3,0,Mr
589,0,3,male,22,0,0,8.05,S,1,1,Mr
590,0,3,male,29,0,0,8.05,S,1,1,Mr
591,0,3,male,35,0,0,7.125,S,1,1,Mr
592,1,1,female,52,1,0,78.2667,C,2,0,Mrs
593,0,3,male,47,0,0,7.25,S,1,1,Mr
594,0,3,female,22,0,2,7.75,Q,3,0,Miss
595,0,2,male,37,1,0,26.0,S,2,0,Mr
596,0,3,male,36,1,1,24.15,S,3,0,Mr
597,1,2,female,24,0,0,33.0,S,1,1,Miss
598,0,3,male,49,0,0,0.0,S,1,1,Mr
599,0,3,male,34,0,0,7.225,C,1,1,Mr
600,1,1,male,49,1,0,56.9292,C,2,0,Rare
601,1,2,female,24,2,1,27.0,S,4,0,Mrs
602,0,3,male,38,0,0,7.8958,S,1,1,Mr
603,0,1,male,30,0,0,42.4,S,1,1,Mr
604,0,3,male,44,0,0,8.05,S,1,1,Mr
605,1,1,male,35,0,0,26.55,C,1,1,Mr
606,0,3,male,36,1,0,15.55,S,2,0,Mr
607,0,3,male,30,0,0,7.8958,S,1,1,Mr
608,1,1,male,27,0,0,30.5,S,1,1,Mr
609,1,2,female,22,1,2,41.5792,C,4,0,Mrs
610,1,1,female,40,0,0,153.4625,S,1,1,Miss
611,0,3,female,39,1,5,31.275,S,7,0,Mrs
612,0,3,male,42,0,0,7.05,S,1,1,Mr
613,1,3,female,23,1,0,15.5,Q,2,0,Miss
614,0,3,male,37,0,0,7.75,Q,1,1,Mr
615,0,3,male,35,0,0,8.05,S,1,1,Mr
616,1,2,female,24,1,2,65.0,S,4,0,Miss
617,0,3,male,34,1,1,14.4,S,3,0,Mr
618,0,3,female,26,1,0,16.1,S,2,0,Mrs
619,1,2,female,4,2,1,39.0,S,4,0,Miss
620,0,2,male,26,0,0,10.5,S,1,1,Mr
621,0,3,male,27,1,0,14.4542,C,2,0,Mr
622,1,1,male,42,1,0,52.5542,S,2,0,Mr
623,1,3,male,20,1,1,15.7417,C,3,0,Mr
624,0,3,male,21,0,0,7.8542,S,1,1,Mr
625,0,3,male,21,0,0,16.1,S,1,1,Mr
626,0,1,male,61,0,0,32.3208,S,1,1,Mr
627,0,2,male,57,0,0,12.35,Q,1,1,Rare
628,1,1,female,21,0,0,77.9583,S,1,1,Miss
629,0,3,male,26,0,0,7.8958,S,1,1,Mr
630,0,3,male,15,0,0,7.7333,Q,1,1,Mr
631,1,1,male,80,0,0,30.0,S,1,1,Mr
632,0,3,male,51,0,0,7.0542,S,1,1,Mr
633,1,1,male,32,0,0,30.5,C,1,1,Rare
634,0,1,male,38,0,0,0.0,S,1,1,Mr
635,0,3,female,9,3,2,27.9,S,6,0,Miss
636,1,2,female,28,0,0,13.0,S,1,1,Miss
637,0,3,male,32,0,0,7.925,S,1,1,Mr
638,0,2,male,31,1,1,26.25,S,3,0,Mr
639,0,3,female,41,0,5,39.6875,S,6,0,Mrs
640,0,3,male,38,1,0,16.1,S,2,0,Mr
641,0,3,male,20,0,0,7.8542,S,1,1,Mr
642,1,1,female,24,0,0,69.3,C,1,1,Miss
643,0,3,female,2,3,2,27.9,S,6,0,Miss
644,1,3,male,23,0,0,56.4958,S,1,1,Mr
645,1,3,female,0,2,1,19.2583,C,4,0,Miss
646,1,1,male,48,1,0,76.7292,C,2,0,Mr
647,0,3,male,19,0,0,7.8958,S,1,1,Mr
648,1,1,male,56,0,0,35.5,C,1,1,Rare
649,0,3,male,43,0,0,7.55,S,1,1,Mr
650,1,3,female,23,0,0,7.55,S,1,1,Miss
651,0,3,male,16,0,0,7.8958,S,1,1,Mr
652,1,2,female,18,0,1,23.0,S,2,0,Miss
653,0,3,male,21,0,0,8.4333,S,1,1,Mr
654,1,3,female,29,0,0,7.8292,Q,1,1,Miss
655,0,3,female,18,0,0,6.75,Q,1,1,Miss
656,0,2,male,24,2,0,73.5,S,3,0,Mr
657,0,3,male,23,0,0,7.8958,S,1,1,Mr
658,0,3,female,32,1,1,15.5,Q,3,0,Mrs
659,0,2,male,23,0,0,13.0,S,1,1,Mr
660,0,1,male,58,0,2,113.275,C,3,0,Mr
661,1,1,male,50,2,0,133.65,S,3,0,Rare
662,0,3,male,40,0,0,7.225,C,1,1,Mr
663,0,1,male,47,0,0,25.5875,S,1,1,Mr
664,0,3,male,36,0,0,7.4958,S,1,1,Mr
665,1,3,male,20,1,0,7.925,S,2,0,Mr
666,0,2,male,32,2,0,73.5,S,3,0,Mr
667,0,2,male,25,0,0,13.0,S,1,1,Mr
668,0,3,male,41,0,0,7.775,S,1,1,Mr
669,0,3,male,43,0,0,8.05,S,1,1,Mr
670,1,1,female,30,1,0,52.0,S,2,0,Mrs
671,1,2,female,40,1,1,39.0,S,3,0,Mrs
672,0,1,male,31,1,0,52.0,S,2,0,Mr
673,0,2,male,70,0,0,10.5,S,1,1,Mr
674,1,2,male,31,0,0,13.0,S,1,1,Mr
675,0,2,male,31,0,0,0.0,S,1,1,Mr
676,0,3,male,18,0,0,7.775,S,1,1,Mr
677,0,3,male,24,0,0,8.05,S,1,1,Mr
678,1,3,female,18,0,0,9.8417,S,1,1,Miss
679,0,3,female,43,1,6,46.9,S,8,0,Mrs
680,1,1,male,36,0,1,512.3292,C,2,0,Mr
681,0,3,female,20,0,0,8.1375,Q,1,1,Miss
682,1,1,male,27,0,0,76.7292,C,1,1,Mr
683,0,3,male,20,0,0,9.225,S,1,1,Mr
684,0,3,male,14,5,2,46.9,S,8,0,Mr
685,0,2,male,60,1,1,39.0,S,3,0,Mr
686,0,2,male,25,1,2,41.5792,C,4,0,Mr
687,0,3,male,14,4,1,39.6875,S,6,0,Mr
688,0,3,male,19,0,0,10.1708,S,1,1,Mr
689,0,3,male,18,0,0,7.7958,S,1,1,Mr
690,1,1,female,15,0,1,211.3375,S,2,0,Miss
691,1,1,male,31,1,0,57.0,S,2,0,Mr
692,1,3,female,4,0,1,13.4167,C,2,0,Miss
693,1,3,male,38,0,0,56.4958,S,1,1,Mr
694,0,3,male,25,0,0,7.225,C,1,1,Mr
695,0,1,male,60,0,0,26.55,S,1,1,Rare
696,0,2,male,52,0,0,13.5,S,1,1,Mr
697,0,3,male,44,0,0,8.05,S,1,1,Mr
698,1,3,female,27,0,0,7.7333,Q,1,1,Miss
699,0,1,male,49,1,1,110.8833,C,3,0,Mr
700,0,3,male,42,0,0,7.65,S,1,1,Mr
701,1,1,female,18,1,0,227.525,C,2,0,Mrs
702,1,1,male,35,0,0,26.2875,S,1,1,Mr
703,0,3,female,18,0,1,14.4542,C,2,0,Miss
704,0,3,male,25,0,0,7.7417,Q,1,1,Mr
705,0,3,male,26,1,0,7.8542,S,2,0,Mr
706,0,2,male,39,0,0,26.0,S,1,1,Mr
707,1,2,female,45,0,0,13.5,S,1,1,Mrs
708,1,1,male,42,0,0,26.2875,S,1,1,Mr
709,1,1,female,22,0,0,151.55,S,1,1,Miss
710,1,3,male,30,1,1,15.2458,C,3,0,Master
711,1,1,female,24,0,0,49.5042,C,1,1,Miss
712,0,1,male,21,0,0,26.55,S,1,1,Mr
713,1,1,male,48,1,0,52.0,S,2,0,Mr
714,0,3,male,29,0,0,9.4833,S,1,1,Mr
715,0,2,male,52,0,0,13.0,S,1,1,Mr
716,0,3,male,19,0,0,7.65,S,1,1,Mr
717,1,1,female,38,0,0,227.525,C,1,1,Miss
718,1,2,female,27,0,0,10.5,S,1,1,Miss
719,0,3,male,29,0,0,15.5,Q,1,1,Mr
720,0,3,male,33,0,0,7.775,S,1,1,Mr
721,1,2,female,6,0,1,33.0,S,2,0,Miss
722,0,3,male,17,1,0,7.0542,S,2,0,Mr
723,0,2,male,34,0,0,13.0,S,1,1,Mr
724,0,2,male,50,0,0,13.0,S,1,1,Mr
725,1,1,male,27,1,0,53.1,S,2,0,Mr
726,0,3,male,20,0,0,8.6625,S,1,1,Mr
727,1,2,female,30,3,0,21.0,S,4,0,Mrs
728,1,3,female,16,0,0,7.7375,Q,1,1,Miss
729,0,2,male,25,1,0,26.0,S,2,0,Mr
730,0,3,female,25,1,0,7.925,S,2,0,Miss
731,1,1,female,29,0,0,211.3375,S,1,1,Miss
732,0,3,male,11,0,0,18.7875,C,1,1,Mr
733,0,2,male,21,0,0,0.0,S,1,1,Mr
734,0,2,male,23,0,0,13.0,S,1,1,Mr
735,0,2,male,23,0,0,13.0,S,1,1,Mr
736,0,3,male,28,0,0,16.1,S,1,1,Mr
737,0,3,female,48,1,3,34.375,S,5,0,Mrs
738,1,1,male,35,0,0,512.3292,C,1,1,Mr
739,0,3,male,28,0,0,7.8958,S,1,1,Mr
740,0,3,male,18,0,0,7.8958,S,1,1,Mr
741,1,1,male,39,0,0,30.0,S,1,1,Mr
742,0,1,male,36,1,0,78.85,S,2,0,Mr
743,1,1,female,21,2,2,262.375,C,5,0,Miss
744,0,3,male,24,1,0,16.1,S,2,0,Mr
745,1,3,male,31,0,0,7.925,S,1,1,Mr
746,0,1,male,70,1,1,71.0,S,3,0,Rare
747,0,3,male,16,1,1,20.25,S,3,0,Mr
748,1,2,female,30,0,0,13.0,S,1,1,Miss
749,0,1,male,19,1,0,53.1,S,2,0,Mr
750,0,3,male,31,0,0,7.75,Q,1,1,Mr
751,1,2,female,4,1,1,23.0,S,3,0,Miss
752,1,3,male,6,0,1,12.475,S,2,0,Master
753,0,3,male,33,0,0,9.5,S,1,1,Mr
754,0,3,male,23,0,0,7.8958,S,1,1,Mr
755,1,2,female,48,1,2,65.0,S,4,0,Mrs
756,1,2,male,0,1,1,14.5,S,3,0,Master
757,0,3,male,28,0,0,7.7958,S,1,1,Mr
758,0,2,male,18,0,0,11.5,S,1,1,Mr
759,0,3,male,34,0,0,8.05,S,1,1,Mr
760,1,1,female,33,0,0,86.5,S,1,1,Rare
761,0,3,male,24,0,0,14.5,S,1,1,Mr
762,0,3,male,41,0,0,7.125,S,1,1,Mr
763,1,3,male,20,0,0,7.2292,C,1,1,Mr
764,1,1,female,36,1,2,120.0,S,4,0,Mrs
765,0,3,male,16,0,0,7.775,S,1,1,Mr
766,1,1,female,51,1,0,77.9583,S,2,0,Mrs
767,0,1,male,30,0,0,39.6,C,1,1,Rare
768,0,3,female,30,0,0,7.75,Q,1,1,Miss
769,0,3,male,36,1,0,24.15,Q,2,0,Mr
770,0,3,male,32,0,0,8.3625,S,1,1,Mr
771,0,3,male,24,0,0,9.5,S,1,1,Mr
772,0,3,male,48,0,0,7.8542,S,1,1,Mr
773,0,2,female,57,0,0,10.5,S,1,1,Mrs
774,0,3,male,19,0,0,7.225,C,1,1,Mr
775,1,2,female,54,1,3,23.0,S,5,0,Mrs
776,0,3,male,18,0,0,7.75,S,1,1,Mr
777,0,3,male,43,0,0,7.75,Q,1,1,Mr
778,1,3,female,5,0,0,12.475,S,1,1,Miss
779,0,3,male,33,0,0,7.7375,Q,1,1,Mr
780,1,1,female,43,0,1,211.3375,S,2,0,Mrs
781,1,3,female,13,0,0,7.2292,C,1,1,Miss
782,1,1,female,17,1,0,57.0,S,2,0,Mrs
783,0,1,male,29,0,0,30.0,S,1,1,Mr
784,0,3,male,37,1,2,23.45,S,4,0,Mr
785,0,3,male,25,0,0,7.05,S,1,1,Mr
786,0,3,male,25,0,0,7.25,S,1,1,Mr
787,1,3,female,18,0,0,7.4958,S,1,1,Miss
788,0,3,male,8,4,1,29.125,Q,6,0,Master
789,1,3,male,1,1,2,20.575,S,4,0,Master
790,0,1,male,46,0,0,79.2,C,1,1,Mr
791,0,3,male,32,0,0,7.75,Q,1,1,Mr
792,0,2,male,16,0,0,26.0,S,1,1,Mr
793,0,3,female,40,8,2,69.55,S,11,0,Miss
794,0,1,male,28,0,0,30.6958,C,1,1,Mr
795,0,3,male,25,0,0,7.8958,S,1,1,Mr
796,0,2,male,39,0,0,13.0,S,1,1,Mr
797,1,1,female,49,0,0,25.9292,S,1,1,Rare
798,1,3,female,31,0,0,8.6833,S,1,1,Mrs
799,0,3,male,30,0,0,7.2292,C,1,1,Mr
800,0,3,female,30,1,1,24.15,S,3,0,Mrs
801,0,2,male,34,0,0,13.0,S,1,1,Mr
802,1,2,female,31,1,1,26.25,S,3,0,Mrs
803,1,1,male,11,1,2,120.0,S,4,0,Master
804,1,3,male,0,0,1,8.5167,C,2,0,Master
805,1,3,male,27,0,0,6.975,S,1,1,Mr
806,0,3,male,31,0,0,7.775,S,1,1,Mr
807,0,1,male,39,0,0,0.0,S,1,1,Mr
808,0,3,female,18,0,0,7.775,S,1,1,Miss
809,0,2,male,39,0,0,13.0,S,1,1,Mr
810,1,1,female,33,1,0,53.1,S,2,0,Mrs
811,0,3,male,26,0,0,7.8875,S,1,1,Mr
812,0,3,male,39,0,0,24.15,S,1,1,Mr
813,0,2,male,35,0,0,10.5,S,1,1,Mr
814,0,3,female,6,4,2,31.275,S,7,0,Miss
815,0,3,male,30,0,0,8.05,S,1,1,Mr
816,0,1,male,34,0,0,0.0,S,1,1,Mr
817,0,3,female,23,0,0,7.925,S,1,1,Miss
818,0,2,male,31,1,1,37.0042,C,3,0,Mr
819,0,3,male,43,0,0,6.45,S,1,1,Mr
820,0,3,male,10,3,2,27.9,S,6,0,Master
821,1,1,female,52,1,1,93.5,S,3,0,Mrs
822,1,3,male,27,0,0,8.6625,S,1,1,Mr
823,0,1,male,38,0,0,0.0,S,1,1,Rare
824,1,3,female,27,0,1,12.475,S,2,0,Mrs
825,0,3,male,2,4,1,39.6875,S,6,0,Master
826,0,3,male,35,0,0,6.95,Q,1,1,Mr
827,0,3,male,41,0,0,56.4958,S,1,1,Mr
828,1,2,male,1,0,2,37.0042,C,3,0,Master
829,1,3,male,25,0,0,7.75,Q,1,1,Mr
830,1,1,female,62,0,0,80.0,S,1,1,Mrs
831,1,3,female,15,1,0,14.4542,C,2,0,Mrs
832,1,2,male,0,1,1,18.75,S,3,0,Master
833,0,3,male,38,0,0,7.2292,C,1,1,Mr
834,0,3,male,23,0,0,7.8542,S,1,1,Mr
835,0,3,male,18,0,0,8.3,S,1,1,Mr
836,1,1,female,39,1,1,83.1583,C,3,0,Miss
837,0,3,male,21,0,0,8.6625,S,1,1,Mr
838,0,3,male,33,0,0,8.05,S,1,1,Mr
839,1,3,male,32,0,0,56.4958,S,1,1,Mr
840,1,1,male,17,0,0,29.7,C,1,1,Mr
841,0,3,male,20,0,0,7.925,S,1,1,Mr
842,0,2,male,16,0,0,10.5,S,1,1,Mr
843,1,1,female,30,0,0,31.0,C,1,1,Miss
844,0,3,male,34,0,0,6.4375,C,1,1,Mr
845,0,3,male,17,0,0,8.6625,S,1,1,Mr
846,0,3,male,42,0,0,7.55,S,1,1,Mr
847,0,3,male,27,8,2,69.55,S,11,0,Mr
848,0,3,male,35,0,0,7.8958,C,1,1,Mr
849,0,2,male,28,0,1,33.0,S,2,0,Rare
850,1,1,female,22,1,0,89.1042,C,2,0,Mrs
851,0,3,male,4,4,2,31.275,S,7,0,Master
852,0,3,male,74,0,0,7.775,S,1,1,Mr
853,0,3,female,9,1,1,15.2458,C,3,0,Miss
854,1,1,female,16,0,1,39.4,S,2,0,Miss
855,0,2,female,44,1,0,26.0,S,2,0,Mrs
856,1,3,female,18,0,1,9.35,S,2,0,Mrs
857,1,1,female,45,1,1,164.8667,S,3,0,Mrs
858,1,1,male,51,0,0,26.55,S,1,1,Mr
859,1,3,female,24,0,3,19.2583,C,4,0,Mrs
860,0,3,male,26,0,0,7.2292,C,1,1,Mr
861,0,3,male,41,2,0,14.1083,S,3,0,Mr
862,0,2,male,21,1,0,11.5,S,2,0,Mr
863,1,1,female,48,0,0,25.9292,S,1,1,Mrs
864,0,3,female,20,8,2,69.55,S,11,0,Miss
865,0,2,male,24,0,0,13.0,S,1,1,Mr
866,1,2,female,42,0,0,13.0,S,1,1,Mrs
867,1,2,female,27,1,0,13.8583,C,2,0,Miss
868,0,1,male,31,0,0,50.4958,S,1,1,Mr
869,0,3,male,33,0,0,9.5,S,1,1,Mr
870,1,3,male,4,1,1,11.1333,S,3,0,Master
871,0,3,male,26,0,0,7.8958,S,1,1,Mr
872,1,1,female,47,1,1,52.5542,S,3,0,Mrs
873,0,1,male,33,0,0,5.0,S,1,1,Mr
874,0,3,male,47,0,0,9.0,S,1,1,Mr
875,1,2,female,28,1,0,24.0,C,2,0,Mrs
876,1,3,female,15,0,0,7.225,C,1,1,Miss
877,0,3,male,20,0,0,9.8458,S,1,1,Mr
878,0,3,male,19,0,0,7.8958,S,1,1,Mr
879,0,3,male,30,0,0,7.8958,S,1,1,Mr
880,1,1,female,56,0,1,83.1583,C,2,0,Mrs
881,1,2,female,25,0,1,26.0,S,2,0,Mrs
882,0,3,male,33,0,0,7.8958,S,1,1,Mr
883,0,3,female,22,0,0,10.5167,S,1,1,Miss
884,0,2,male,28,0,0,10.5,S,1,1,Mr
885,0,3,male,25,0,0,7.05,S,1,1,Mr
886,0,3,female,39,0,5,29.125,Q,6,0,Mrs
887,0,2,male,27,0,0,13.0,S,1,1,Rare
888,1,1,female,19,0,0,30.0,S,1,1,Miss
889,0,3,female,25,1,2,23.45,S,4,0,Miss
890,1,1,male,26,0,0,30.0,C,1,1,Mr
891,0,3,male,32,0,0,7.75,Q,1,1,Mr
